model,algorithm,testcase,scene_id,query_obj_id,difficulty,ambiguous,split,instruction,intent_selected_id,intent_selected_object,branch,reason_grasp_id,reason_grasp_object,reason_status,selection_status,ground_truth_object_ids,predicted_perception_object_id,predicted_dataset_object_id,ssr_iou,rsr_success,status
gpt-4o,theory_original,02_medium_ambiguous,3374,4,Medium,True,2,the purple plum on bottom,3,purple fruit,fully_visible,3,purple fruit,ok,completed,[1],3,4,6.126090252624647e-05,0,ok
gpt-4o,theory_original,02_medium_ambiguous,345,0,Medium,True,0,the strawberry on the left,5,red strawberry with green leaves,partially_occluded,6,yellow metal tool with multiple components,ok,completed,[4],6,4,0.6232988053833358,1,ok
gpt-4o,theory_original,02_medium_ambiguous,345,0,Medium,True,1,the strawberry on the left,5,red strawberry with green leaves,partially_occluded,6,yellow metal tool with multiple components,ok,completed,[4],6,4,0.6232988053833358,1,ok
gpt-4o,theory_original,02_medium_ambiguous,345,0,Medium,True,2,the strawberry on the left,5,red strawberry with green leaves,partially_occluded,6,yellow metal tool with multiple components,ok,completed,[4],6,4,0.6232988053833358,1,ok
gpt-4o,theory_original,02_medium_ambiguous,358,3,Medium,True,0,the top right most yellow thing,2,yellow clamp with metal screws,fully_visible,2,yellow clamp with metal screws,ok,completed,[2],2,3,0.035545058895176986,0,ok
gpt-4o,theory_original,02_medium_ambiguous,358,3,Medium,True,1,the clamp-like yellow object on the right,2,yellow clamp with metal screws,fully_visible,2,yellow clamp with metal screws,ok,completed,[2],2,3,0.035545058895176986,0,ok
gpt-4o,theory_original,02_medium_ambiguous,358,3,Medium,True,2,the top right-most yellow clamp,2,yellow clamp with metal screws,fully_visible,2,yellow clamp with metal screws,ok,completed,[2],2,3,0.035545058895176986,0,ok
gpt-4o,theory_original,02_medium_ambiguous,3686,2,Medium,True,0,the green box on the right,3,green box with FESTO logo,partially_occluded,1,red apple,ok,completed,"[0, 6]",1,0,0.9963507779349363,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3686,2,Medium,True,1,the greenish box on the right,3,green box with FESTO logo,partially_occluded,1,red apple,ok,completed,"[0, 6]",1,0,0.9963507779349363,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3686,2,Medium,True,2,the light blue box on the right,3,green box with FESTO logo,partially_occluded,1,red apple,ok,completed,"[0, 6]",1,0,0.9963507779349363,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3908,2,Medium,True,0,the crackers box on the right,2,red Cheez-It box,partially_occluded,1,red Cheez-It box,ok,completed,[1],1,1,0.9925174459120527,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3908,2,Medium,True,1,the cheez box on the right,2,red Cheez-It box,partially_occluded,1,red Cheez-It box,ok,completed,[1],1,1,0.9925174459120527,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3908,2,Medium,True,2,the cheez box on the right,2,red Cheez-It box,partially_occluded,1,red Cheez-It box,ok,completed,[1],1,1,0.9925174459120527,1,ok
gpt-4o,theory_original,02_medium_ambiguous,395,1,Medium,True,0,the spam can on the right,4,partially opened can of Spam,partially_occluded,5,toothpaste box,ok,completed,[4],5,4,0.9738817751271707,1,ok
gpt-4o,theory_original,02_medium_ambiguous,395,1,Medium,True,1,the spam can on the top,4,partially opened can of Spam,partially_occluded,5,toothpaste box,ok,completed,[4],5,4,0.9738817751271707,1,ok
gpt-4o,theory_original,02_medium_ambiguous,395,1,Medium,True,2,the top most tin,4,partially opened can of Spam,partially_occluded,5,toothpaste box,ok,completed,[4],5,4,0.9738817751271707,1,ok
gpt-4o,theory_original,02_medium_ambiguous,4189,1,Medium,True,0,the scissor on the top left,3,"scissors with yellow handles (angled, top)",fully_visible,3,"scissors with yellow handles (angled, top)",ok,completed,[2],3,1,0.0,0,ok
gpt-4o,theory_original,02_medium_ambiguous,4189,1,Medium,True,1,the scissor on center,3,"scissors with yellow handles (angled, top)",fully_visible,3,"scissors with yellow handles (angled, top)",ok,completed,[2],3,1,0.0,0,ok
gpt-4o,theory_original,02_medium_ambiguous,4189,1,Medium,True,2,the top scissors,3,"scissors with yellow handles (angled, top)",fully_visible,3,"scissors with yellow handles (angled, top)",ok,completed,[2],3,1,0.0,0,ok
gpt-4o,theory_original,02_medium_ambiguous,4351,0,Medium,True,0,the white box with the label,1,gray cardboard box with a logo,fully_visible,1,gray cardboard box with a logo,ok,completed,[1],1,1,0.5010325957649299,1,ok
gpt-4o,theory_original,02_medium_ambiguous,4351,0,Medium,True,1,the most top white box,1,gray cardboard box with a logo,fully_visible,1,gray cardboard box with a logo,ok,completed,[1],1,1,0.5010325957649299,1,ok
gpt-4o,theory_original,02_medium_ambiguous,4351,0,Medium,True,2,the topmost grey box with a red label,1,gray cardboard box with a logo,fully_visible,1,gray cardboard box with a logo,ok,completed,[1],1,1,0.5010325957649299,1,ok
gpt-4o,theory_original,02_medium_ambiguous,460,5,Medium,True,0,the strawberry in the bottom left corner,1,glass with a red strawberry decoration,fully_visible,1,glass with a red strawberry decoration,ok,completed,[1],1,1,0.814225611359453,1,ok
gpt-4o,theory_original,02_medium_ambiguous,460,5,Medium,True,1,the bottom most strawberry,1,glass with a red strawberry decoration,fully_visible,1,glass with a red strawberry decoration,ok,completed,[1],1,1,0.814225611359453,1,ok
gpt-4o,theory_original,02_medium_ambiguous,460,5,Medium,True,2,the strawberry on the bottom,1,glass with a red strawberry decoration,fully_visible,1,glass with a red strawberry decoration,ok,completed,[1],1,1,0.814225611359453,1,ok
gpt-4o,theory_original,02_medium_ambiguous,501,3,Medium,True,0,the top strawberry,3,strawberry,partially_occluded,4,plastic bag with coiled white cable and beige items,ok,completed,[2],4,2,0.9961695505872026,1,ok
gpt-4o,theory_original,02_medium_ambiguous,501,3,Medium,True,1,the strawberry on top right,3,strawberry,partially_occluded,4,plastic bag with coiled white cable and beige items,ok,completed,[2],4,2,0.9961695505872026,1,ok
gpt-4o,theory_original,02_medium_ambiguous,501,3,Medium,True,2,the strawberry on the top right,3,strawberry,partially_occluded,4,plastic bag with coiled white cable and beige items,ok,completed,[2],4,2,0.9961695505872026,1,ok
gpt-4o,theory_original,02_medium_ambiguous,771,2,Medium,True,0,the banana on the bottom,1,two yellow bananas,fully_visible,1,two yellow bananas,ok,completed,[3],1,3,0.5399615324131758,1,ok
gpt-4o,theory_original,02_medium_ambiguous,771,2,Medium,True,1,the bottom banana,1,two yellow bananas,fully_visible,1,two yellow bananas,ok,completed,[3],1,3,0.5399615324131758,1,ok
gpt-4o,theory_original,02_medium_ambiguous,771,2,Medium,True,2,the banana being under the other banana,1,two yellow bananas,fully_visible,1,two yellow bananas,ok,completed,[3],1,3,0.5399615324131758,1,ok
gpt-4o,theory_original,02_medium_ambiguous,774,3,Medium,True,0,the banana on the left,3,yellow banana with green stem,partially_occluded,4,yellow banana with green stem,ok,completed,[2],4,2,0.9874812324219163,1,ok
gpt-4o,theory_original,02_medium_ambiguous,774,3,Medium,True,1,the left banana,3,yellow banana with green stem,partially_occluded,4,yellow banana with green stem,ok,completed,[2],4,2,0.9874812324219163,1,ok
gpt-4o,theory_original,02_medium_ambiguous,774,3,Medium,True,2,the banana being under the other banana,3,yellow banana with green stem,partially_occluded,4,yellow banana with green stem,ok,completed,[2],4,2,0.9874812324219163,1,ok
gpt-4o,theory_original,02_medium_ambiguous,820,1,Medium,True,0,the cutting plier under the white thing,1,red and yellow handled pliers,partially_occluded,3,yellow and white coiled wire with handle,ok,completed,[5],3,5,0.7396906893744912,1,ok
gpt-4o,theory_original,02_medium_ambiguous,820,1,Medium,True,1,the wire cutter on the right,2,red and yellow handled pliers,partially_occluded,3,yellow and white coiled wire with handle,ok,completed,[5],3,5,0.7396906893744912,1,ok
gpt-4o,theory_original,02_medium_ambiguous,820,1,Medium,True,2,the pliers under the cable,1,red and yellow handled pliers,partially_occluded,3,yellow and white coiled wire with handle,ok,completed,[5],3,5,0.7396906893744912,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1064,4,Medium,False,0,the yellow fan,9,yellow propeller,partially_occluded,3,yellow banana,ok,completed,[1],3,1,0.9417980647701137,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1064,4,Medium,False,1,the yellow propeller,9,yellow propeller,partially_occluded,3,yellow banana,ok,completed,[1],3,1,0.9417980647701137,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1064,4,Medium,False,2,the yellow propeller,9,yellow propeller,partially_occluded,3,yellow banana,ok,completed,[1],3,1,0.9417980647701137,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1104,7,Medium,False,0,the spray bottle,5,green spray bottle,partially_occluded,3,blue and black handled screwdriver,ok,completed,[6],3,4,0.44841336389214975,0,ok
gpt-4o,theory_original,05_medium_unambiguous,1104,7,Medium,False,1,the spray bottle,5,green spray bottle,partially_occluded,3,blue and black handled screwdriver,ok,completed,[6],3,4,0.44841336389214975,0,ok
gpt-4o,theory_original,05_medium_unambiguous,1104,7,Medium,False,2,the spray bottle,5,green spray bottle,partially_occluded,3,blue and black handled screwdriver,ok,completed,[6],3,4,0.44841336389214975,0,ok
gpt-4o,theory_original,05_medium_unambiguous,1216,1,Medium,False,0,the screw under the can,7,small metallic object,partially_occluded,1,SPAM can with a pull-tab lid,ok,completed,[4],1,4,0.963306895481103,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1216,1,Medium,False,1,the metallic bolt,7,small metallic object,partially_occluded,1,SPAM can with a pull-tab lid,ok,completed,[4],1,4,0.963306895481103,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1216,1,Medium,False,2,the metallic thing under the tin,7,small metallic object,partially_occluded,1,SPAM can with a pull-tab lid,ok,completed,[4],1,4,0.963306895481103,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1449,2,Medium,False,0,the screwdriver,2,red and black screwdriver,partially_occluded,5,green carton box,ok,completed,[3],5,3,0.9913824057450629,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1449,2,Medium,False,1,the screwdriver,2,red and black screwdriver,partially_occluded,5,green carton box,ok,completed,[3],5,3,0.9913824057450629,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1449,2,Medium,False,2,the screwdriver,2,red and black screwdriver,partially_occluded,5,green carton box,ok,completed,[3],5,3,0.9913824057450629,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1631,6,Medium,False,0,the spam can,3,blue and yellow SPAM can,partially_occluded,2,yellow sugar box with blue and white text,ok,completed,[4],2,4,0.993375336964513,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1631,6,Medium,False,1,the meat can,3,blue and yellow SPAM can,partially_occluded,2,yellow sugar box with blue and white text,ok,completed,[4],2,4,0.993375336964513,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1631,6,Medium,False,2,the spam can,3,blue and yellow SPAM can,partially_occluded,2,yellow sugar box with blue and white text,ok,completed,[4],2,4,0.993375336964513,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1670,10,Medium,False,0,the brown box,1,brown cardboard box,fully_visible,1,brown cardboard box,ok,completed,[2],1,10,5.424817454892643e-06,0,ok
gpt-4o,theory_original,05_medium_unambiguous,1670,10,Medium,False,1,the cardboard box on the top,1,brown cardboard box,fully_visible,1,brown cardboard box,ok,completed,[2],1,10,5.424817454892643e-06,0,ok
gpt-4o,theory_original,05_medium_unambiguous,1670,10,Medium,False,2,the brown box,1,brown cardboard box,fully_visible,1,brown cardboard box,ok,completed,[2],1,10,5.424817454892643e-06,0,ok
gpt-4o,theory_original,05_medium_unambiguous,1697,0,Medium,False,0,the white box on top,1,blue box with white label,fully_visible,1,blue box with white label,ok,completed,[2],1,1,0.333673134608174,0,ok
gpt-4o,theory_original,05_medium_unambiguous,1697,0,Medium,False,1,the brown box,1,blue box with white label,fully_visible,1,blue box with white label,ok,completed,[2],1,1,0.333673134608174,0,ok
gpt-4o,theory_original,05_medium_unambiguous,1697,0,Medium,False,2,the gray box,1,blue box with white label,fully_visible,1,blue box with white label,ok,completed,[2],1,1,0.333673134608174,0,ok
gpt-4o,theory_original,05_medium_unambiguous,1755,6,Medium,False,0,the clamp,8,red and yellow handled pliers,partially_occluded,6,packaging with multiple colored items,ok,completed,[2],6,2,0.9806651477355619,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1755,6,Medium,False,1,the wire cutter,8,red and yellow handled pliers,partially_occluded,6,packaging with multiple colored items,ok,completed,[2],6,2,0.9806651477355619,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1755,6,Medium,False,2,the pliers,8,red and yellow handled pliers,partially_occluded,6,packaging with multiple colored items,ok,completed,[2],6,2,0.9806651477355619,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1786,2,Medium,False,0,the big cardboard box,,,fully_occluded,1,roll of adhesive tape,ok,completed,[0],1,3,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,1786,2,Medium,False,1,the package on the top right,2,green cardboard packaging,partially_occluded,3,pair of scissors with yellow and gray handles,ok,completed,[0],3,0,0.8584226758701718,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1786,2,Medium,False,2,the green box under the scissor,2,green cardboard packaging,partially_occluded,3,pair of scissors with yellow and gray handles,ok,completed,[0],3,0,0.8584226758701718,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1860,1,Medium,False,0,the tennis ball,3,yellow tennis ball,partially_occluded,1,white cylindrical object,ok,completed,[3],1,3,0.9980527157660477,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1860,1,Medium,False,1,the yellow tennis ball,3,yellow tennis ball,partially_occluded,1,white cylindrical object,ok,completed,[3],1,3,0.9980527157660477,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1860,1,Medium,False,2,the tennis ball,3,yellow tennis ball,partially_occluded,1,white cylindrical object,ok,completed,[3],1,3,0.9980527157660477,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1948,0,Medium,False,0,the roll of bags under the refiller bag,3,small cylindrical container with red and green label,partially_occluded,4,white flexible pouch with pomegranate graphic,ok,completed,[4],4,4,0.9942015158030532,1,ok
gpt-4o,theory_original,05_medium_unambiguous,1948,0,Medium,False,1,the trash bags under the juice box,7,small blue object,partially_occluded,6,blue cylindrical object,ok,completed,[4],6,1,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,1948,0,Medium,False,2,the cylinder package on the left below the juice container,3,small cylindrical container with red and green label,partially_occluded,4,white flexible pouch with pomegranate graphic,ok,completed,[4],4,4,0.9942015158030532,1,ok
gpt-4o,theory_original,05_medium_unambiguous,2037,0,Medium,False,0,the white plastic bag,6,white coiled string in transparent plastic bag,partially_occluded,2,peach with red and yellow skin,ok,completed,[5],2,1,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,2037,0,Medium,False,1,the package with the cable,6,white coiled string in transparent plastic bag,partially_occluded,2,peach with red and yellow skin,ok,completed,[5],2,1,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,2037,0,Medium,False,2,the white cable,6,white coiled string in transparent plastic bag,partially_occluded,2,peach with red and yellow skin,ok,completed,[5],2,1,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,2052,5,Medium,False,0,the espresso cup,5,white cup,partially_occluded,2,peach,ok,completed,"[0, 2]",2,2,0.9953396752186029,1,ok
gpt-4o,theory_original,05_medium_unambiguous,2052,5,Medium,False,1,the mug on top left,5,white cup,partially_occluded,2,peach,ok,completed,"[0, 2]",2,2,0.9953396752186029,1,ok
gpt-4o,theory_original,05_medium_unambiguous,2052,5,Medium,False,2,the top cup,5,white cup,partially_occluded,2,peach,ok,completed,"[0, 2]",2,2,0.9953396752186029,1,ok
gpt-4o,theory_original,05_medium_unambiguous,206,5,Medium,False,0,the domino sugar box,3,yellow sugar box,partially_occluded,4,red and white soup can,ok,completed,[2],4,1,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,206,5,Medium,False,1,the yellow and white sugar box,3,yellow sugar box,partially_occluded,4,red and white soup can,ok,completed,[2],4,1,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,206,5,Medium,False,2,the sugar box,3,yellow sugar box,partially_occluded,4,red and white soup can,ok,completed,[2],4,1,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,2284,3,Medium,False,0,the wire cutter,5,blue and yellow handled pliers,fully_visible,5,blue and yellow handled pliers,ok,completed,[4],5,3,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,2284,3,Medium,False,1,the wire cutter,5,blue and yellow handled pliers,fully_visible,5,blue and yellow handled pliers,ok,completed,[4],5,3,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,2284,3,Medium,False,2,"the pliers at the right side bin, partially under the glass",5,blue and yellow handled pliers,fully_visible,5,blue and yellow handled pliers,ok,completed,[4],5,3,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,2520,0,Medium,False,0,the white box,1,rectangular white box with metal clips,partially_occluded,3,red Pringles can with logo and chips graphic,ok,completed,[2],3,2,0.9961921392253681,1,ok
gpt-4o,theory_original,05_medium_unambiguous,2520,0,Medium,False,1,the gray box,1,rectangular white box with metal clips,partially_occluded,3,red Pringles can with logo and chips graphic,ok,completed,[2],3,2,0.9961921392253681,1,ok
gpt-4o,theory_original,05_medium_unambiguous,2520,0,Medium,False,2,the gray box,1,rectangular white box with metal clips,partially_occluded,3,red Pringles can with logo and chips graphic,ok,completed,[2],3,2,0.9961921392253681,1,ok
gpt-4o,theory_original,05_medium_unambiguous,2862,3,Medium,False,0,the spray under the orange stuff,3,white and green deodorant bottle,partially_occluded,1,red and orange toy drill,ok,completed,[2],1,2,0.9653058528207161,1,ok
gpt-4o,theory_original,05_medium_unambiguous,2862,3,Medium,False,1,the spray can,,,fully_occluded,2,white and purple deodorant bottle,ok,completed,[2],2,0,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,2862,3,Medium,False,2,the spray tin,,,fully_occluded,2,white and purple deodorant bottle,ok,completed,[2],2,0,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,3288,0,Medium,False,0,the light blue box on the left,1,blue rectangular object with printed text,partially_occluded,2,blue textured object with irregular shape,ok,completed,[3],2,3,0.9927312949356087,1,ok
gpt-4o,theory_original,05_medium_unambiguous,3288,0,Medium,False,1,the green box,,,fully_occluded,2,blue textured object with irregular shape,ok,completed,[3],2,3,0.9927312949356087,1,ok
gpt-4o,theory_original,05_medium_unambiguous,3288,0,Medium,False,2,the festo box,1,blue rectangular object with printed text,partially_occluded,2,blue textured object with irregular shape,ok,completed,[3],2,3,0.9927312949356087,1,ok
gpt-4o,theory_original,05_medium_unambiguous,348,0,Medium,False,0,the strawberry,3,red strawberry with green leaves,partially_occluded,4,yellow mechanical assembly with wheels,ok,completed,[2],4,1,0.3443789887088856,0,ok
gpt-4o,theory_original,05_medium_unambiguous,348,0,Medium,False,1,the strawberry,3,red strawberry with green leaves,partially_occluded,4,yellow mechanical assembly with wheels,ok,completed,[2],4,1,0.3443789887088856,0,ok
gpt-4o,theory_original,05_medium_unambiguous,348,0,Medium,False,2,the strawberry,3,red strawberry with green leaves,partially_occluded,4,yellow mechanical assembly with wheels,ok,completed,[2],4,1,0.3443789887088856,0,ok
gpt-4o,theory_original,05_medium_unambiguous,3661,0,Medium,False,0,the red box,2,red and white cardboard box,partially_occluded,3,green and orange toothpaste box,ok,completed,[5],3,5,0.9932098133551711,1,ok
gpt-4o,theory_original,05_medium_unambiguous,3661,0,Medium,False,1,the cheez-it red box,2,red and white cardboard box,partially_occluded,3,green and orange toothpaste box,ok,completed,[5],3,5,0.9932098133551711,1,ok
gpt-4o,theory_original,05_medium_unambiguous,3661,0,Medium,False,2,the the red and white big box,2,red and white cardboard box,partially_occluded,3,green and orange toothpaste box,ok,completed,[5],3,5,0.9932098133551711,1,ok
gpt-4o,theory_original,05_medium_unambiguous,3789,0,Medium,False,0,the strawberry under the blue box,2,red strawberry,partially_occluded,1,blue rectangular soap bar,ok,completed,[3],1,3,0.9895063200572383,1,ok
gpt-4o,theory_original,05_medium_unambiguous,3789,0,Medium,False,1,the strawberry,2,red strawberry,partially_occluded,1,blue rectangular soap bar,ok,completed,[3],1,3,0.9895063200572383,1,ok
gpt-4o,theory_original,05_medium_unambiguous,3789,0,Medium,False,2,the strawberry,2,red strawberry,partially_occluded,1,blue rectangular soap bar,ok,completed,[3],1,3,0.9895063200572383,1,ok
gpt-4o,theory_original,05_medium_unambiguous,390,6,Medium,False,0,the elmex package,6,rectangular box with printed text,partially_occluded,7,yellow and blue canned food,ok,completed,[1],7,1,0.9961693939875373,1,ok
gpt-4o,theory_original,05_medium_unambiguous,390,6,Medium,False,1,the toothpaste box,6,rectangular box with printed text,partially_occluded,7,yellow and blue canned food,ok,completed,[1],7,1,0.9961693939875373,1,ok
gpt-4o,theory_original,05_medium_unambiguous,390,6,Medium,False,2,the left green box,6,rectangular box with printed text,partially_occluded,7,yellow and blue canned food,ok,completed,[1],7,1,0.9961693939875373,1,ok
gpt-4o,theory_original,05_medium_unambiguous,3961,3,Medium,False,0,the green cylindrical package in the middle,4,lying green cylindrical container,partially_occluded,9,small gray cap,ok,completed,[5],9,5,0.025986784398573184,1,ok
gpt-4o,theory_original,05_medium_unambiguous,3961,3,Medium,False,1,the green thing in the middle,4,lying green cylindrical container,partially_occluded,9,small gray cap,ok,completed,[5],9,5,0.025986784398573184,1,ok
gpt-4o,theory_original,05_medium_unambiguous,3961,3,Medium,False,2,the garbage bags,,,fully_occluded,3,lying pouch of pomegranate cream soap,ok,completed,[5],3,5,0.9614736940582134,1,ok
gpt-4o,theory_original,05_medium_unambiguous,4020,0,Medium,False,0,the yellow box under the cardboard box,4,yellow and white sugar box,partially_occluded,1,brown rectangular box with tape,ok,completed,[3],1,3,0.9958609898291396,1,ok
gpt-4o,theory_original,05_medium_unambiguous,4020,0,Medium,False,1,the yellow and white box,4,yellow and white sugar box,partially_occluded,1,brown rectangular box with tape,ok,completed,[3],1,3,0.9958609898291396,1,ok
gpt-4o,theory_original,05_medium_unambiguous,4020,0,Medium,False,2,the domino sugar box,4,yellow and white sugar box,partially_occluded,1,brown rectangular box with tape,ok,completed,[3],1,3,0.9958609898291396,1,ok
gpt-4o,theory_original,05_medium_unambiguous,4098,1,Medium,False,0,the screwdriver,5,green and black screwdriver,partially_occluded,4,golden rectangular box with robotics label,ok,completed,"[0, 2]",4,2,0.9931974854991041,1,ok
gpt-4o,theory_original,05_medium_unambiguous,4098,1,Medium,False,1,the screwdriver,5,green and black screwdriver,partially_occluded,4,golden rectangular box with robotics label,ok,completed,"[0, 2]",4,2,0.9931974854991041,1,ok
gpt-4o,theory_original,05_medium_unambiguous,4098,1,Medium,False,2,the screwdriver,5,green and black screwdriver,partially_occluded,4,golden rectangular box with robotics label,ok,completed,"[0, 2]",4,2,0.9931974854991041,1,ok
gpt-4o,theory_original,05_medium_unambiguous,422,5,Medium,False,0,the transparent bottle,4,transparent cylindrical container,partially_occluded,3,white box with red and black logo,ok,completed,[3],3,1,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,422,5,Medium,False,1,the plastic container,4,transparent cylindrical container,partially_occluded,3,white box with red and black logo,ok,completed,[3],3,1,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,422,5,Medium,False,2,the plastic item behind the green object,4,transparent cylindrical container,partially_occluded,3,white box with red and black logo,ok,completed,[3],3,1,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,4409,3,Medium,False,0,the peach,5,yellow and red partial sphere (likely a fruit segment),partially_occluded,4,light green elongated box,ok,completed,[0],4,0,0.9964900618227747,1,ok
gpt-4o,theory_original,05_medium_unambiguous,4409,3,Medium,False,1,the peach,5,yellow and red partial sphere (likely a fruit segment),partially_occluded,4,light green elongated box,ok,completed,[0],4,0,0.9964900618227747,1,ok
gpt-4o,theory_original,05_medium_unambiguous,4409,3,Medium,False,2,the peach behind the green object,5,yellow and red partial sphere (likely a fruit segment),partially_occluded,4,light green elongated box,ok,completed,[0],4,0,0.9964900618227747,1,ok
gpt-4o,theory_original,05_medium_unambiguous,4877,3,Medium,False,0,the red cup,1,red circular bowl with a missing section,partially_occluded,3,light green rectangular block with a slightly textured end,ok,completed,"[0, 1]",3,0,0.9964586640615459,1,ok
gpt-4o,theory_original,05_medium_unambiguous,4877,3,Medium,False,1,the red object behind the green object,1,red circular bowl with a missing section,partially_occluded,3,light green rectangular block with a slightly textured end,ok,completed,"[0, 1]",3,0,0.9964586640615459,1,ok
gpt-4o,theory_original,05_medium_unambiguous,4877,3,Medium,False,2,the red bowl,1,red circular bowl with a missing section,partially_occluded,3,light green rectangular block with a slightly textured end,ok,completed,"[0, 1]",3,0,0.9964586640615459,1,ok
gpt-4o,theory_original,05_medium_unambiguous,491,4,Medium,False,0,"the strawberry on the bottom, under a white box",3,red object (possibly a strawberry),partially_occluded,4,gray box with red logo,ok,completed,[1],4,1,0.9666303658794272,1,ok
gpt-4o,theory_original,05_medium_unambiguous,491,4,Medium,False,1,the strawberry,3,red object (possibly a strawberry),partially_occluded,4,gray box with red logo,ok,completed,[1],4,1,0.9666303658794272,1,ok
gpt-4o,theory_original,05_medium_unambiguous,491,4,Medium,False,2,the strawberry,3,red object (possibly a strawberry),partially_occluded,4,gray box with red logo,ok,completed,[1],4,1,0.9666303658794272,1,ok
gpt-4o,theory_original,05_medium_unambiguous,610,1,Medium,False,0,the yellow clamp,1,rectangular white box with yellow and black attached components,partially_occluded,2,rectangular white box with metal clips,ok,completed,[3],2,3,0.9907410857334475,1,ok
gpt-4o,theory_original,05_medium_unambiguous,610,1,Medium,False,1,the clamp-like yellow object,1,rectangular white box with yellow and black attached components,partially_occluded,2,rectangular white box with metal clips,ok,completed,[3],2,3,0.9907410857334475,1,ok
gpt-4o,theory_original,05_medium_unambiguous,610,1,Medium,False,2,the yellow tool,1,rectangular white box with yellow and black attached components,partially_occluded,2,rectangular white box with metal clips,ok,completed,[3],2,3,0.9907410857334475,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6726,5,Medium,False,0,the bottom right white bottle with a yellow cap,3,yellow glue bottle with white cap,partially_occluded,1,blue circular object with holes,ok,completed,"[0, 3]",1,0,0.9906111242924448,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6726,5,Medium,False,1,the glue bottle,3,yellow glue bottle with white cap,partially_occluded,1,blue circular object with holes,ok,completed,"[0, 3]",1,0,0.9906111242924448,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6726,5,Medium,False,2,the yellow and white glue bottle,3,yellow glue bottle with white cap,partially_occluded,1,blue circular object with holes,ok,completed,"[0, 3]",1,0,0.9906111242924448,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6751,9,Medium,False,0,the the light blue box at the bottom left,7,green box lid,fully_visible,7,green box lid,ok,completed,[7],7,9,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,6751,9,Medium,False,1,the bottom most green box,6,green filter,partially_occluded,8,white cable bundle,ok,completed,[7],8,7,0.9486093331781683,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6751,9,Medium,False,2,the white box on the bottom left,9,yellow and white box,partially_occluded,8,white cable bundle,ok,completed,[7],8,7,0.9486093331781683,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6758,7,Medium,False,0,the white box,2,white cardboard box,partially_occluded,6,white coiled cable,ok,completed,[2],6,2,0.9200764995295896,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6758,7,Medium,False,1,the white box under the wires,2,white cardboard box,partially_occluded,6,white coiled cable,ok,completed,[2],6,2,0.9200764995295896,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6758,7,Medium,False,2,"the white box close to the bottom of the bin, next to the peach, under the white ropes",2,white cardboard box,partially_occluded,6,white coiled cable,ok,completed,[2],6,2,0.9200764995295896,1,ok
