model,prior_prompt,ranking_score,target_source,target_id,target_label,step,candidate_id,candidate_label,P_s,P_g,P,IG,IG_normalized,graspability,graspability_part_id,graspability_parts,cost,score_legacy,score_ig,score_ig_graspability,score_theory,score,vlm_reason,selected,scene_id,detail_file,reason_algorithm,run_dir
gpt-5.5,original,theory,all,7,object_7,1,4,object_4,0.62,0.035625816512,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,"Object 2 directly covers the target 7, making it the immediate and most important occluder. Object 4 covers object 2, so it is an indirect occluder in the chain and moderately important for uncovering the target.",True,345,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_345.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,7,object_7,2,2,object_2,1.0,0.112424,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,345,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_345.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,1,object_1,1,4,object_4,0.5,0.051258,0.7219741679225882,0.8527469031821366,0.8527469031821366,1.0,,{},0,0.615661235873487,0.8527469031821366,0.8527469031821366,0.615661235873487,0.615661235873487,VLM response could not be parsed; used fallback scores.,True,348,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_348.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,1,object_1,1,6,object_6,0.5,0.019739,0.2780258320774117,0.8527469031821366,0.8527469031821366,1.0,,{},0,0.2370856673086495,0.8527469031821366,0.8527469031821366,0.2370856673086495,0.2370856673086495,VLM response could not be parsed; used fallback scores.,False,348,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_348.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,1,object_1,2,6,object_6,1.0,0.019739,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,348,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_348.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,7,object_7,1,6,object_6,0.62,0.00437330663,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,"Object 9 directly covers/blocks target 7, so it is the immediate high-importance occluder. Object 6 covers object 9, making it an indirect occluder in the chain to the target with moderate importance.",True,348,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_348.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,7,object_7,2,9,object_9,1.0,0.093878,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,348,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_348.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,8,object_8,1,5,object_5,1.0,0.059004,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,348,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_348.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,9,object_9,1,6,object_6,1.0,0.046585,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,348,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_348.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,3,object_3,1,5,object_5,1.0,0.028561,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,365,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_365.csv,theory,runs_reason_compare/gpt-5.5/original/theory
